publisher,app_name,title,año de lanzamiento,price,developer,genres,tags
Dovetail Games - Trains,Train Simulator: Marias Pass Route Add-On,Train Simulator: Marias Pass Route Add-On,2013-04-11,19.99,Dovetail Games,Simulation,Simulation|Trains
Capcom,RE6 / BH6: Predator Mode,RE6 / BH6: Predator Mode,2013-04-11,3.99,Capcom,Action|Adventure,Action|Adventure
Capcom,RE6 / BH6: Survivors Mode,RE6 / BH6: Survivors Mode,2013-04-11,3.99,Capcom,Action|Adventure,Action|Adventure
Activision,Call of Duty®: Black Ops II - Extra Slots Pack,Call of Duty®: Black Ops II - Extra Slots Pack,2013-04-12,1.99,Treyarch,Action,Action
Activision,Call of Duty®: Black Ops II - African Flags of the World Calling Card Pack,Call of Duty®: Black Ops II - African Flags of the World Calling Card Pack,2013-04-12,0.99,Treyarch,Action,Action
Activision,Call of Duty®: Black Ops II - Asian Flags of the World Calling Card Pack,Call of Duty®: Black Ops II - Asian Flags of the World Calling Card Pack,2013-04-12,0.99,Treyarch,Action,Action
Activision,Call of Duty®: Black Ops II - European Flags of the World Calling Card Pack,Call of Duty®: Black Ops II - European Flags of the World Calling Card Pack,2013-04-12,0.99,Treyarch,Action,Action
Activision,Call of Duty®: Black Ops II - South American Flags of the World Calling Card Pack,Call of Duty®: Black Ops II - South American Flags of the World Calling Card Pack,2013-04-12,0.99,Treyarch,Action,Action
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",Tomb Raider: Guerilla Skin,Tomb Raider: Guerilla Skin,2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Action|Adventure,Action|Adventure
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",Tomb Raider: Aviatrix Skin,Tomb Raider: Aviatrix Skin,2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Action|Adventure,Action|Adventure
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",Tomb Raider: Agility Skill,Tomb Raider: Agility Skill,2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Action|Adventure,Action|Adventure
"2K Games, Aspyr (Mac)",BioShock Infinite - Season Pass,BioShock Infinite - Season Pass,2013-03-26,19.99,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",Action,Action|Story Rich|Atmospheric|FPS|Singleplayer|Shooter|First-Person|Adventure|Female Protagonist|Sci-fi|Steampunk|Great Soundtrack|Stealth
CI Games,Sniper Ghost Warrior 2: Siberian Strike,Sniper Ghost Warrior 2: Siberian Strike,2013-03-26,9.99,City Interactive,Action,Action
THQ Nordic,Bridge Project,Bridge Project,2013-03-28,19.99,Halycon Media GmbH &amp; Co. KG,Simulation,Simulation|Building|Physics|Puzzle|Singleplayer
Devolver Digital,Dungeon Hearts,Dungeon Hearts,2013-03-28,2.99,Cube Roots,Casual|Indie|Strategy,Casual|Indie|Strategy|Puzzle|Match 3|Action|Singleplayer|RPG|Fantasy|Arcade|Female Protagonist
Binary Fortress Software,DisplayFusion,DisplayFusion,2013-03-29,29.99,Binary Fortress Software,Utilities,Utilities
Ubisoft,Rocksmith - Allman Brothers Band Song Pack,Rocksmith - Allman Brothers Band Song Pack,2013-04-02,7.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - The Allman Brothers Band - Southbound,Rocksmith - The Allman Brothers Band - Southbound,2013-04-02,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - Sweet - Ballroom Blitz,Rocksmith - Sweet - Ballroom Blitz,2013-04-02,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
THQ Nordic,"Painkiller Hell & Damnation: Operation ""Zombie Bunker""","Painkiller Hell &amp; Damnation: Operation ""Zombie Bunker""",2013-03-29,6.99,The Farm 51,Action,Action
Paradox Interactive,Cities in Motion 2,Cities in Motion 2,2013-04-02,19.99,Colossal Order Ltd.,Simulation|Strategy,Simulation|Strategy|Management|City Builder|Sandbox|Economy|Building|Singleplayer|Multiplayer|Trains|Co-op
Ubisoft,Rocksmith - Creedence Clearwater Revival - Have You Ever Seen the Rain?,Rocksmith - Creedence Clearwater Revival - Have You Ever Seen the Rain?,2013-04-02,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
"2K Games, Aspyr (Mac &amp;amp; Linux)",Borderlands 2: Ultimate Vault Hunters Upgrade Pack,Borderlands 2: Ultimate Vault Hunters Upgrade Pack,2013-04-02,4.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",Action|RPG,Action|RPG|FPS|Co-op
Capcom,Resident Evil 6 Wallpaper,Resident Evil 6 Wallpaper,2013-04-02,39.99,Capcom,Action|Adventure,Action|Adventure|Horror
Digital Extremes,Warframe,Warframe,2013-03-25,Free to Play,Digital Extremes,Action|Free to Play,Free to Play|Action|Co-op|Multiplayer|Third-Person Shooter|Sci-fi|Ninja|Shooter|Parkour|Space|Online Co-Op|Futuristic|Third Person|Massively Multiplayer|PvE|RPG|Singleplayer|Hack and Slash|FPS|Cyberpunk
Microsoft Studios,Ms. Splosion Man,Ms. Splosion Man,2013-04-03,9.99,Twisted Pixel Games,Action|Indie,Indie|Action|Platformer|Female Protagonist|Co-op|Local Co-Op|Comedy
"2K Games, Aspyr (Mac)",BioShock Infinite,BioShock Infinite,2013-03-25,29.99,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",Action,FPS|Action|Story Rich|Singleplayer|Steampunk|Atmospheric|Shooter|First-Person|Alternate History|Adventure|Great Soundtrack|Dystopian|Sci-fi|Time Travel|Fantasy|Gore|Linear|RPG|Political|Controller
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",Tomb Raider: JAGD P22G,Tomb Raider: JAGD P22G,2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Action|Adventure,Action|Adventure
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",Tomb Raider: Silverballer,Tomb Raider: Silverballer,2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Action|Adventure,Action|Adventure
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",Tomb Raider: HX AP-15,Tomb Raider: HX AP-15,2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Action|Adventure,Action|Adventure
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",Tomb Raider: STG 58 Elite,Tomb Raider: STG 58 Elite,2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Action|Adventure,Action|Adventure
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",Tomb Raider: Animal Instinct,Tomb Raider: Animal Instinct,2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Action|Adventure,Action|Adventure
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",Tomb Raider: M590 12ga,Tomb Raider: M590 12ga,2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Action|Adventure,Action|Adventure
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",Tomb Raider: Headshot Reticule,Tomb Raider: Headshot Reticule,2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Action|Adventure,Action|Adventure
Going Loud Studios,DLC Quest,DLC Quest,2013-03-18,2.99,Going Loud Studios,Indie,Platformer|Indie|Satire|Comedy|Short|Parody|Pixel Graphics|2D|Singleplayer|Funny|Retro|Adventure|Exploration|Casual|Action|Side Scroller|Metroidvania|Memes|Zombies|Fantasy
"Arcen Games, LLC",Shattered Haven,Shattered Haven,2013-03-18,9.99,"Arcen Games, LLC",Action|Adventure|Indie,Action|Adventure|Indie|Puzzle|Zombies|2D
Puppy Games,Ultratron,Ultratron,2013-03-18,9.99,Puppygames,Action|Indie,Indie|Action|Arcade|Retro|Twin Stick Shooter|Pixel Graphics|Local Co-Op|Sci-fi|Shoot 'Em Up|Singleplayer|Shooter|Robots|2D|Bullet Hell|Difficult
Team17 Digital Ltd,Worms Armageddon,Worms Armageddon,1999-05-31,14.99,Team17 Digital Ltd,Strategy,Strategy|Multiplayer|Classic|Turn-Based|Turn-Based Strategy|2D|Funny|Comedy|Physics|Local Multiplayer|Co-op|Singleplayer|Action|Platformer|Local Co-Op|1990's|Adventure
Webzen,Continent of the 9th Seal: Starter Pack,Continent of the 9th Seal: Starter Pack,2013-03-19,19.99,WEBZEN,Action|Free to Play|Massively Multiplayer|RPG,Action|RPG|Massively Multiplayer|Free to Play
Ubisoft,Rocksmith - The Cure - The End of the World,Rocksmith - The Cure - The End of the World,2013-03-19,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - The Cure - Just Like Heaven,Rocksmith - The Cure - Just Like Heaven,2013-03-19,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
SEGA,Aliens: Colonial Marines - Bug Hunt DLC,Aliens: Colonial Marines - Bug Hunt DLC,2013-03-19,29.99,Gearbox Software,Action,Action
Digital Eel,Weird Worlds: Return to Infinite Space,Weird Worlds: Return to Infinite Space,2013-03-19,4.99,Digital Eel,Adventure|Casual|Indie|Strategy,Indie|Strategy|Casual|Adventure|Rogue-like|Sci-fi|Space|Perma Death|Singleplayer|Exploration
The Men Who Wear Many Hats,Organ Trail: Director's Cut,Organ Trail: Director's Cut,2013-03-19,4.99,The Men Who Wear Many Hats,Indie|Strategy,Zombies|Indie|Retro|Strategy|Post-apocalyptic|Singleplayer|Pixel Graphics|Adventure|Perma Death|Simulation|2D|Survival|RPG|Parody|Action|Great Soundtrack|Rogue-like|Comedy|Horror|Kickstarter
Ubisoft,Rocksmith - The Cure - Love Song,Rocksmith - The Cure - Love Song,2013-03-19,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - The Cure Song Pack,Rocksmith - The Cure Song Pack,2013-03-19,7.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Paradox Interactive,Impire: Black and White Demons,Impire: Black and White Demons,2013-03-19,0.99,Cyanide Montreal,Strategy,Strategy
Rovio Entertainment Ltd,Angry Birds Space,Angry Birds Space,2013-03-07,4.99,Rovio Entertainment Ltd,Casual,Casual|Physics|Puzzle|Touch-Friendly|Singleplayer|Family Friendly|Space|2D|Indie|Action
Kalypso Media Digital,Omerta - City of Gangsters - The Con Artist DLC,Omerta - City of Gangsters - The Con Artist DLC,2013-03-08,4.99,Haemimont Games,Simulation|Strategy,Strategy|Simulation
SCS Software,Euro Truck Simulator,Euro Truck Simulator,2008-08-06,4.99,SCS Software,Indie|Simulation,Simulation|Driving|Multiplayer|Open World|Singleplayer|Realistic|Indie|Relaxing|First-Person|TrackIR|Moddable|Adventure|Third Person|Exploration|Management|Atmospheric|Action|Sandbox|Free to Play
CI Games,Sniper: Ghost Warrior 2,Sniper: Ghost Warrior 2,2013-03-11,9.99,City Interactive,Action,Sniper|Action|FPS|Multiplayer|Stealth|Shooter|Singleplayer|First-Person|Tactical|Military|Adventure|Strategy|Co-op|Open World|Bullet Time|Online Co-Op|Simulation|Controller|Atmospheric|Difficult
"SQUARE ENIX, Eidos Interactive",Sleeping Dogs - Year of the Snake,Sleeping Dogs - Year of the Snake,2013-03-12,6.99,United Front Games,Action|Adventure,Action|Adventure
Ronimo Games,Awesomenauts - Coco McFly Skin,Awesomenauts - Coco McFly Skin,2013-03-13,1.49,Ronimo Games,Action|Indie|Strategy,Strategy|Action|Indie
Cyanide Studio,Dungeon-Party,Dungeon-Party,2013-03-13,Free to Play,Cyanide Studio,Free to Play|Massively Multiplayer,Free to Play|Massively Multiplayer|Multiplayer|RPG|Action
Fire hose Games,Go Home Dinosaurs!,Go Home Dinosaurs!,2013-03-14,9.99,Fire Hose Games,Casual|Indie|Strategy,Tower Defense|Casual|Strategy|Indie|Dinosaurs|Cute
Ronimo Games,Awesomenauts - Bionic Raelynn Skin,Awesomenauts - Bionic Raelynn Skin,2013-03-13,1.49,Ronimo Games,Action|Indie|Strategy,Strategy|Action|Indie
Dovetail Games - Trains,Train Simulator: AT&N Consolidation Class 280-157 Loco Add-On,Train Simulator: AT&amp;N Consolidation Class 280-157 Loco Add-On,2013-03-14,19.99,Smokebox,Simulation,Simulation
Fire Hose Games,Slam Bolt Scrappers,Slam Bolt Scrappers,2013-03-14,9.99,Fire Hose Games,Action|Indie|Strategy,Action|Indie|Strategy|Local Co-Op|Local Multiplayer
Gaijin Games,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013-02-26,14.99,Gaijin Games,Action|Indie,Platformer|Indie|Rhythm|Music|Great Soundtrack|Difficult|Runner|Action|Singleplayer|Casual|Colorful|Score Attack|Arcade|2D|Side Scroller|Comedy|2.5D|Controller|Adventure|Funny
Ubisoft,TrackMania² Canyon,TrackMania² Canyon,2011-09-14,19.99,Nadeo,Racing|Sports,Racing|Multiplayer|Level Editor|Time Attack|Sports|Arcade|Singleplayer|Local Multiplayer|Controller|Split Screen|Free to Play
Gaijin Entertainment,Star Conflict,Star Conflict,2013-02-27,Free to Play,Star Gem Inc.,Action|Free to Play|Massively Multiplayer|Simulation,Free to Play|Space|Action|Multiplayer|Sci-fi|Massively Multiplayer|Simulation|Open World|Flight|Space Sim|Co-op|Shooter|Third Person|Competitive|PvP|Adventure|Atmospheric|Sandbox|MMORPG|VR
Gaijin Entertainment,Star Conflict: Mercenary Pack - Galaxy Explorer,Star Conflict: Mercenary Pack - Galaxy Explorer,2013-02-27,49.99,Star Gem Inc.,Action|Free to Play|Massively Multiplayer|Simulation,Massively Multiplayer|Free to Play|Action|Simulation
Gaijin Entertainment,Star Conflict: Mercenary Pack - Elite Pilot,Star Conflict: Mercenary Pack - Elite Pilot,2013-02-27,79.99,Star Gem Inc.,Action|Free to Play|Massively Multiplayer|Simulation,Action|Free to Play|Massively Multiplayer|Simulation
Gaijin Entertainment,Star Conflict: Mercenary Pack - Soldier of Fortune,Star Conflict: Mercenary Pack - Soldier of Fortune,2013-02-27,19.99,Star Gem Inc.,Action|Free to Play|Massively Multiplayer|Simulation,Simulation|Action|Free to Play|Massively Multiplayer
NGD Studios,Champions of Regnum,Champions of Regnum,2013-02-27,Free to Play,NGD Studios,Free to Play|Indie|Massively Multiplayer|RPG,Free to Play|RPG|Massively Multiplayer|Indie|MMORPG|Multiplayer|Open World|PvP|Adventure
Activision,Call of Duty®: Black Ops II - Revolution,Call of Duty®: Black Ops II - Revolution,2013-02-28,14.99,Treyarch,Action,Action|FPS|Multiplayer|Zombies
Rebellion,Sniper Elite: Nazi Zombie Army,Sniper Elite: Nazi Zombie Army,2013-02-28,14.99,Rebellion,Action,Zombies|Action|Co-op|Sniper|Third-Person Shooter|World War II|FPS|Shooter|Horror|Multiplayer|Third Person|Survival|Gore|Singleplayer|Online Co-Op|Adventure|Open World|Bullet Time
Dovetail Games - Trains,Train Simulator: EWS Class 66 v2.0 Loco Add-On,Train Simulator: EWS Class 66 v2.0 Loco Add-On,2013-02-28,19.99,Dovetail Games,Simulation,Simulation
Ronimo Games,Awesomenauts - Kage Genji Skin,Awesomenauts - Kage Genji Skin,2013-02-28,2.49,Ronimo Games,Action|Indie|Strategy,Strategy|Action|Indie
Iceberg Interactive,Armada 2526 Gold Edition,Armada 2526 Gold Edition,2013-02-28,19.99,Ntronium Games,Indie|Strategy,Strategy|Indie|4X|Space|Turn-Based Strategy|Sci-fi
Recoil Games,Rochard: Hard Times,Rochard: Hard Times,2013-03-01,1.99,Recoil Games,Action|Indie|Casual,Casual|Action|Indie|Platformer
Double Fine Productions,The Cave: Soundtrack,The Cave: Soundtrack,2013-03-01,3.99,Double Fine Productions,Adventure,Adventure
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",Tomb Raider,Tomb Raider,2013-03-04,19.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Action|Adventure,Adventure|Action|Female Protagonist|Third Person|Third-Person Shooter|Singleplayer|Lara Croft|Story Rich|Quick-Time Events|Exploration|Multiplayer|Atmospheric|Shooter|Action-Adventure|Stealth|Puzzle|Platformer|Cinematic|RPG|3D Vision
Degica,RPG Maker VX Ace - DS Resource Pack,RPG Maker VX Ace - DS Resource Pack,2013-03-05,29.99,Degica,Design &amp; Illustration|Web Publishing,Design & Illustration|Web Publishing|RPGMaker|Fantasy|Game Development
Paradox Interactive,The Showdown Effect,The Showdown Effect,2013-03-05,9.99,Arrowhead Game Studios,Action,Action|Multiplayer|Platformer|Shooter|2D|Side Scroller|2.5D|Indie
Degica,RPG Maker VX Ace - Samurai Resource Pack,RPG Maker VX Ace - Samurai Resource Pack,2013-03-05,19.99,KADOKAWA,Design &amp; Illustration|Web Publishing,Design & Illustration|Web Publishing|RPGMaker
EXOR Studios,Zombie Driver HD Apocalypse Pack,Zombie Driver HD Apocalypse Pack,2013-02-20,2.99,EXOR Studios,Action|Indie|Racing,Racing|Action|Indie
SEGA,Sonic and All-Stars Racing Transformed: Metal Sonic & Outrun DLC,Sonic and All-Stars Racing Transformed: Metal Sonic &amp; Outrun DLC,2013-02-20,2.99,Sumo Digital,Racing|Sports,Racing|Sports
Capcom,DmC Devil May Cry: Weapon Bundle,DmC Devil May Cry: Weapon Bundle,2013-02-20,1.99,Ninja Theory,Action,Action
Capcom,DmC Devil May Cry: Bloody Palace Mode,DmC Devil May Cry: Bloody Palace Mode,2013-02-20,39.99,Ninja Theory,Action,Action
Dovetail Games - Trains,Train Simulator: London-Faversham High Speed Route Add-On,Train Simulator: London-Faversham High Speed Route Add-On,2013-02-21,39.99,Dovetail Games,Simulation,Simulation|Trains|Open World|Sandbox|Realistic|Physics|Atmospheric|Co-op|Family Friendly|TrackIR
THQ Nordic,Painkiller Hell & Damnation: The Clock Strikes Meat Night,Painkiller Hell &amp; Damnation: The Clock Strikes Meat Night,2013-02-22,6.99,The Farm 51,Action,Action
Bohemia Interactive,Arma II: DayZ Mod,Arma II: DayZ Mod,2013-02-21,49.99,Bohemia Interactive,Action|Simulation|Strategy,Zombies|Survival|Action|Multiplayer|Open World|Simulation|Free to Play|Shooter|Strategy|Adventure|Mod|FPS|Walking Simulator|Massively Multiplayer|Co-op|Third-Person Shooter|Sandbox|Horror|RPG|Moddable
Cardboard Computer,Kentucky Route Zero,Kentucky Route Zero,2013-02-22,24.99,Cardboard Computer,Adventure|Indie,Adventure|Point & Click|Atmospheric|Indie|Surreal|Episodic|Story Rich|Great Soundtrack|Mystery|Exploration|Singleplayer|Interactive Fiction|Kickstarter|2D|Horror
The Quantum Astrophysicists Guild,The Bridge,The Bridge,2013-02-22,9.99,"Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild",Casual|Indie|Strategy,Puzzle|Indie|Casual|Platformer|Hand-drawn|Surreal|Singleplayer|Strategy|2D|Physics|Atmospheric|Difficult
Funcom,Age of Conan: Unchained,Age of Conan: Unchained,2013-02-22,Free to Play,Funcom,Action|Adventure|Free to Play|Massively Multiplayer|RPG,Free to Play|Massively Multiplayer|RPG|Action|Adventure|MMORPG|Multiplayer|Open World|Nudity|Mature|Gore|Fantasy|Great Soundtrack
Versus Evil,The Banner Saga: Factions,The Banner Saga: Factions,2013-02-25,Free to Play,Stoic,Free to Play|Indie|RPG|Strategy,Free to Play|Strategy|RPG|Indie|Turn-Based Strategy|Turn-Based|Tactical|Fantasy|Multiplayer|2D
BANDAI NAMCO Entertainment,MUD Motocross World Championship,MUD Motocross World Championship,2013-02-26,9.99,Milestone S.r.l.,Racing|Sports,Racing|Sports
"SQUARE ENIX, Eidos Interactive",Sleeping Dogs: Wheels of Fury,Sleeping Dogs: Wheels of Fury,2013-02-26,3.99,United Front Games,Action|Adventure,Action|Adventure
Double Fine Productions,Brutal Legend,Brutal Legend,2013-02-26,14.99,Double Fine Productions,Action|Adventure|Strategy,Action|Comedy|Adventure|Open World|Great Soundtrack|Music|Strategy|Third Person|Hack and Slash|RTS|Funny|Fantasy|Singleplayer|Multiplayer|Atmospheric|Action-Adventure|Gothic|Beat 'em up|Action RPG|RPG
Dovetail Games - Trains,Train Simulator: Norfolk Southern Heritage SD70ACes Loco Add-On,Train Simulator: Norfolk Southern Heritage SD70ACes Loco Add-On,2013-02-07,19.99,Dovetail Games,Simulation,Simulation
Dovetail Games - Trains,Train Simulator: Norfolk Southern Heritage ES44ACs Loco Add-On,Train Simulator: Norfolk Southern Heritage ES44ACs Loco Add-On,2013-02-07,19.99,Dovetail Games,Simulation,Simulation
Ronimo Games,Awesomenauts - Double-O Yuri Skin,Awesomenauts - Double-O Yuri Skin,2013-02-07,1.49,Ronimo Games,Action|Indie|Strategy,Strategy|Action|Indie
Ronimo Games,Awesomenauts - Pimpy G. Skin,Awesomenauts - Pimpy G. Skin,2013-02-07,2.49,Ronimo Games,Action|Indie|Strategy,Strategy|Action|Indie
Reverb Publishing,Primal Carnage - Agent Trapper DLC,Primal Carnage - Agent Trapper DLC,2013-02-08,0.99,Lukewarm Media,Action|Indie,Action|Indie
Paradox Interactive,A Game of Dwarves: Pets,A Game of Dwarves: Pets,2013-02-11,4.99,Zeal Game Studio,Strategy|Casual,Strategy|Casual
"Sector3 Studios, RaceRoom Entertainment AG",RaceRoom Racing Experience,RaceRoom Racing Experience,2013-02-12,160.91,Sector3 Studios,Free to Play|Racing|Simulation|Sports,Racing|Free to Play|Multiplayer|Simulation|Driving|Sports|Singleplayer|Action|Realistic|First-Person|Controller|Open World|Massively Multiplayer|Co-op|Adventure|Online Co-Op|VR|FPS|Casual|Horror
Ubisoft,Rocksmith - The Clash - London Calling,Rocksmith - The Clash - London Calling,2013-02-12,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - The Clash - Guns of Brixton,Rocksmith - The Clash - Guns of Brixton,2013-02-12,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - The Clash Song-Pack,Rocksmith - The Clash Song-Pack,2013-02-12,7.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - The Clash - Should I Stay or Should I Go,Rocksmith - The Clash - Should I Stay or Should I Go,2013-02-12,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Dovetail Games - Trains,Train Simulator: Southern Pacific GS-4 Loco Add-On,Train Simulator: Southern Pacific GS-4 Loco Add-On,2013-02-14,19.99,G-TraX,Simulation,Simulation
Double Fine Productions,Brutal Legend Soundtrack,Brutal Legend Soundtrack,2013-02-13,6.99,Double Fine Productions,Action|Adventure|Strategy,Strategy|Action|Adventure
"SQUARE ENIX, Eidos Interactive",Sleeping Dogs: Law Enforcer Pack,Sleeping Dogs: Law Enforcer Pack,2013-02-13,1.99,United Front Games,Action|Adventure,Action|Adventure
Dovetail Games - Trains,Train Simulator: Freightliner Class 57/0 Loco Add-On,Train Simulator: Freightliner Class 57/0 Loco Add-On,2013-02-14,7.99,Oovee® Game Studios,Simulation,Simulation
Dovetail Games - Trains,Train Simulator: Southern Pacific SD45 Loco Add-On,Train Simulator: Southern Pacific SD45 Loco Add-On,2013-02-14,7.99,Digital Train Model,Simulation,Simulation
XSEED Games,Ys I & II Chronicles+,Ys I &amp; II Chronicles+,2013-02-14,14.99,Nihon Falcom,Action|Adventure|RPG,JRPG|Great Soundtrack|Action|RPG|Adventure|Anime|Action RPG|Remake|Classic|Difficult|Dungeon Crawler|Fantasy|Top-Down|Hack and Slash|Singleplayer|2D|Retro|Medieval|Pixel Graphics
Ubisoft,Rocksmith - Fall Out Boy Song-Pack,Rocksmith - Fall Out Boy Song-Pack,2013-02-05,11.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Rebellion,Sniper Elite V2 - St. Pierre,Sniper Elite V2 - St. Pierre,2013-02-06,4.99,Rebellion,Action,Action|Sniper
Tale of Tales,Bientôt l'été,Bientôt l'été,2013-02-06,9.99,Tale of Tales,Casual|Indie|Simulation,Indie|Casual|Simulation|Walking Simulator|Experimental|Atmospheric
Paradox Interactive,Impire,Impire,2013-02-14,19.99,Cyanide Montreal,Strategy,Strategy|Fantasy|Villain Protagonist
"Capcom U.S.A., Inc.",Street Fighter X Tekken: Gems Assist 6,Street Fighter X Tekken: Gems Assist 6,2013-02-06,2.99,"Capcom U.S.A., Inc.",Action,Action
"Capcom U.S.A., Inc.",Street Fighter X Tekken: Gems Assist 5,Street Fighter X Tekken: Gems Assist 5,2013-02-06,0.99,"Capcom U.S.A., Inc.",Action,Action
"Capcom U.S.A., Inc",Street Fighter X Tekken: Gems Assist 4,Street Fighter X Tekken: Gems Assist 4,2013-02-06,1.99,"Capcom U.S.A., Inc.",Action,Action
"Capcom U.S.A., Inc",Street Fighter X Tekken: Gems Assist 3,Street Fighter X Tekken: Gems Assist 3,2013-02-06,0.99,"Capcom U.S.A., Inc",Action,Action
"Capcom U.S.A., Inc.",Street Fighter X Tekken: TK Booster Pack 7,Street Fighter X Tekken: TK Booster Pack 7,2013-02-06,0.99,"Capcom U.S.A., Inc.",Action,Action
"Capcom U.S.A., Inc.",Street Fighter X Tekken: TK Booster Pack 8,Street Fighter X Tekken: TK Booster Pack 8,2013-02-06,0.99,"Capcom U.S.A., Inc.",Action,Action
"Capcom U.S.A., Inc.",Street Fighter X Tekken: TK Booster Pack 6,Street Fighter X Tekken: TK Booster Pack 6,2013-02-06,0.99,"Capcom U.S.A., Inc.",Action,Action
"Capcom U.S.A., Inc.",Street Fighter X Tekken: TK Booster Pack 4,Street Fighter X Tekken: TK Booster Pack 4,2013-02-06,0.99,"Capcom U.S.A., Inc.",Action,Action
"Capcom U.S.A., Inc",Street Fighter X Tekken: TK Booster Pack 5,Street Fighter X Tekken: TK Booster Pack 5,2013-02-06,0.99,"Capcom U.S.A., Inc",Action,Action
"Capcom U.S.A., Inc",Street Fighter X Tekken: TK Booster Pack 3,Street Fighter X Tekken: TK Booster Pack 3,2013-02-06,0.99,"Capcom U.S.A., Inc",Action,Action
"Capcom U.S.A., Inc.",Street Fighter X Tekken: SF Booster Pack 8,Street Fighter X Tekken: SF Booster Pack 8,2013-02-06,0.99,"Capcom U.S.A., Inc.",Action,Action
"Capcom U.S.A., Inc.",Street Fighter X Tekken: SF Booster Pack 6,Street Fighter X Tekken: SF Booster Pack 6,2013-02-06,0.99,"Capcom U.S.A., Inc",Action,Action
Scirra,Construct 2,Construct 2,2013-01-25,Free to Use,Scirra,Animation &amp; Modeling|Design &amp; Illustration|Education|Utilities|Web Publishing,Game Development|Education|Animation & Modeling|Web Publishing|Utilities|Design & Illustration|Free to Play|Software|GameMaker
THQ Nordic,Painkiller Hell & Damnation: Medieval Horror,Painkiller Hell &amp; Damnation: Medieval Horror,2013-01-25,3.99,The Farm 51,Action,Action
"SQUARE ENIX, Eidos Interactive",Sleeping Dogs: Monkey King Pack,Sleeping Dogs: Monkey King Pack,2013-01-29,1.99,United Front Games,Action|Adventure,Action|Adventure
Ubisoft,Rocksmith - Cheap Trick - Surrender,Rocksmith - Cheap Trick - Surrender,2013-01-29,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Nexon America Inc.,Mabinogi - Spiritual Healing Package,Mabinogi - Spiritual Healing Package,2013-01-29,2.99,"NEXON CO., Ltd.",Action|Casual|Free to Play|Massively Multiplayer|RPG|Simulation,RPG|Massively Multiplayer|Casual|Action|Free to Play|Simulation
